7.589000000000000000e+03,9.000000000000000000e+01,7.900000000000000000e+01,8.000000000000000000e+00,7.554000000000000000e+03,2.100000000000000000e+01,6.400000000000000000e+01,9.000000000000000000e+00,7.657000000000000000e+03,9.000000000000000000e+01,6.200000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.850000000000000000e+02,2.000000000000000000e+00,1.550000000000000000e+02,1.800000000000000000e+01,6.840000000000000000e+02,4.000000000000000000e+00,1.440000000000000000e+02,1.900000000000000000e+01,6.830000000000000000e+02,5.000000000000000000e+00,1.400000000000000000e+02,2.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.590000000000000000e+02,7.000000000000000000e+00,2.170000000000000000e+02,3.000000000000000000e+01,5.560000000000000000e+02,3.000000000000000000e+00,1.770000000000000000e+02,2.900000000000000000e+01,5.560000000000000000e+02,3.000000000000000000e+00,1.700000000000000000e+02,3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.141700000000000000e+04,1.730000000000000000e+02,6.710000000000000000e+02,9.800000000000000000e+01,2.136400000000000000e+04,8.900000000000000000e+01,6.590000000000000000e+02,1.640000000000000000e+02,2.143000000000000000e+04,1.100000000000000000e+02,5.970000000000000000e+02,1.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.234800000000000000e+04,1.100000000000000000e+02,6.500000000000000000e+02,8.200000000000000000e+01,2.241700000000000000e+04,2.280000000000000000e+02,1.135000000000000000e+03,2.780000000000000000e+02,2.239400000000000000e+04,1.230000000000000000e+02,5.900000000000000000e+02,9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.089100000000000000e+04,1.230000000000000000e+02,5.880000000000000000e+02,4.700000000000000000e+01,2.095300000000000000e+04,7.600000000000000000e+01,5.950000000000000000e+02,5.700000000000000000e+01,2.098000000000000000e+04,1.170000000000000000e+02,6.280000000000000000e+02,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.540000000000000000e+02,2.000000000000000000e+00,5.200000000000000000e+02,2.700000000000000000e+01,6.570000000000000000e+02,4.000000000000000000e+00,6.340000000000000000e+02,7.700000000000000000e+01,6.570000000000000000e+02,2.000000000000000000e+00,4.920000000000000000e+02,5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.465200000000000000e+04,3.250000000000000000e+02,1.044000000000000000e+03,2.200000000000000000e+02,4.477800000000000000e+04,1.970000000000000000e+02,1.079000000000000000e+03,7.700000000000000000e+01,4.472000000000000000e+04,1.440000000000000000e+02,1.091000000000000000e+03,1.870000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.942100000000000000e+04,2.880000000000000000e+02,1.114000000000000000e+03,1.600000000000000000e+02,5.928100000000000000e+04,3.680000000000000000e+02,9.660000000000000000e+02,1.480000000000000000e+02,5.964400000000000000e+04,5.050000000000000000e+02,1.071000000000000000e+03,2.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.966800000000000000e+04,5.710000000000000000e+02,1.563000000000000000e+03,4.670000000000000000e+02,9.882800000000000000e+04,9.790000000000000000e+02,1.155000000000000000e+03,9.500000000000000000e+01,9.784000000000000000e+04,1.910000000000000000e+02,1.810000000000000000e+03,2.490000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
